Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),Daytime,Time_Difference_Minutes,Order_Hour,Order_Minute,Picked_Hour,Picked_Minute
28,5.0,13.049645,80.242268,13.179645,80.372268,Stormy,Medium,1,Snack,scooter,0,No,Metropolitian,22,evening,10,17,40,17,50
35,4.8,13.022394,80.242439,13.152394,80.372439,Windy,Jam,1,Snack,scooter,1,No,Metropolitian,27,evening,5,20,10,20,15
21,4.9,17.428294,78.404423,17.488294,78.464423,Stormy,Medium,2,Drinks,electric_scooter,1,No,Metropolitian,28,evening,10,18,40,18,50
25,4.6,12.981615,80.231598,12.991615,80.241598,Sunny,High,2,Snack,scooter,0,No,Metropolitian,13,morning,15,11,20,11,35
37,4.9,30.332735,78.054222,30.352735,78.074222,Sandstorms,High,2,Buffet,scooter,1,No,Metropolitian,29,morning,5,11,40,11,45
31,4.0,17.430448,78.418213,17.480448,78.468213,Fog,Medium,0,Snack,motorcycle,2,No,Metropolitian,32,evening,15,18,25,18,40
33,4.4,12.310972,76.659264,12.390972,76.739264,Cloudy,Jam,2,Drinks,scooter,2,No,Metropolitian,42,night,5,21,30,21,35
37,4.7,12.934179,77.615797,12.984179,77.665797,Sunny,Medium,1,Drinks,motorcycle,1,No,Metropolitian,24,evening,15,18,55,19,10
25,4.8,22.728163,75.884212,22.758163,75.914212,Sandstorms,Medium,0,Snack,motorcycle,1,No,Metropolitian,13,evening,5,17,15,17,20
21,4.6,25.457687,81.835585,25.477687,81.855585,Sandstorms,Low,2,Drinks,scooter,1,No,Urban,16,morning,15,9,25,9,40
21,4.9,11.021278,76.995017,11.071278,77.045017,Windy,Jam,1,Snack,scooter,0,No,Urban,19,night,10,21,15,21,25
28,5.0,26.473698,80.352677,26.493698,80.372677,Cloudy,Low,2,Snack,motorcycle,0,No,Urban,16,morning,5,10,50,10,55
28,4.8,21.173493,72.801953,21.263493,72.891953,Stormy,Jam,1,Buffet,scooter,0,No,Metropolitian,19,evening,15,19,50,20,5
27,4.7,22.744648,75.894377,22.754648,75.904377,Cloudy,Low,0,Buffet,motorcycle,0,No,Metropolitian,24,morning,10,9,20,9,30
23,4.9,22.744648,75.894377,22.774648,75.924377,Cloudy,Jam,0,Drinks,motorcycle,1,No,Urban,20,night,10,20,55,21,5
34,4.4,10.000706,76.349516,10.080706,76.429516,Cloudy,Jam,1,Buffet,scooter,1,No,Metropolitian,47,night,15,21,55,22,10
29,4.8,22.760072,75.892574,22.890072,76.022574,Fog,Medium,1,Meal,scooter,1,No,Metropolitian,31,evening,5,17,50,17,55
31,4.3,13.022394,80.242439,13.152394,80.372439,Sandstorms,Jam,0,Meal,motorcycle,2,No,Metropolitian,51,evening,10,19,35,19,45
21,4.6,25.451646,81.832796,25.521646,81.902796,Fog,Low,1,Snack,scooter,1,No,Urban,21,night,15,22,50,23,5
37,4.1,22.744648,75.894377,22.764648,75.914377,Cloudy,High,1,Buffet,motorcycle,1,No,Metropolitian,32,morning,5,11,40,11,45
31,4.6,17.440827,78.393391,17.500827,78.453391,Cloudy,Medium,2,Drinks,scooter,0,No,Metropolitian,16,evening,10,17,40,17,50
29,4.8,12.949934,77.699386,12.979934,77.729386,Sunny,Medium,0,Drinks,motorcycle,1,No,Metropolitian,24,evening,5,18,40,18,45
24,4.6,13.026279,80.174568,13.076279,80.224568,Stormy,Jam,1,Meal,scooter,0,No,Metropolitian,17,night,10,21,35,21,45
23,4.6,19.207222,72.972281,19.237222,73.002281,Windy,Jam,2,Drinks,scooter,1,No,Urban,28,night,5,21,10,21,15
39,4.3,12.337978,76.616792,12.377978,76.656792,Cloudy,Medium,0,Buffet,motorcycle,1,No,Metropolitian,33,afternoon,10,15,10,15,20
33,4.6,12.323978,76.627961,12.333978,76.637961,Cloudy,Low,1,Drinks,scooter,0,No,Urban,15,morning,5,9,20,9,25
24,4.9,11.025083,77.015393,11.065083,77.055393,Cloudy,High,0,Snack,motorcycle,1,No,Urban,25,afternoon,10,12,20,12,30
23,4.4,23.416792,85.316842,23.446792,85.346842,Sunny,Jam,0,Meal,motorcycle,1,No,Metropolitian,46,evening,15,19,40,19,55
28,4.8,22.310526,73.170937,22.340526,73.200937,Cloudy,Medium,2,Meal,motorcycle,0,No,Metropolitian,17,evening,10,17,25,17,35
32,4.8,23.374989,85.335486,23.424989,85.385486,Sunny,Low,0,Drinks,motorcycle,1,No,Metropolitian,27,night,5,22,35,22,40
33,4.6,23.371292,85.327872,23.461292,85.417872,Windy,Low,2,Snack,scooter,0,No,Urban,23,night,15,22,25,22,40
26,4.2,23.357804,85.325146,23.417804,85.385146,Windy,Jam,0,Buffet,motorcycle,1,No,Metropolitian,37,night,15,21,50,22,5
27,4.5,18.546947,73.900626,18.676947,74.030626,Sandstorms,Medium,2,Buffet,scooter,1,No,Metropolitian,22,evening,10,18,25,18,35
20,4.0,12.970221,77.645396,12.990221,77.665396,Sandstorms,Low,0,Buffet,motorcycle,1,No,Metropolitian,27,morning,10,8,25,8,35
23,4.6,26.911927,75.797282,27.021927,75.907282,Stormy,Low,1,Buffet,motorcycle,0,No,Metropolitian,12,night,15,23,40,23,55
22,4.8,12.337928,76.617889,12.357928,76.637889,Sunny,High,2,Snack,electric_scooter,1,No,Urban,12,morning,10,11,30,11,40
23,4.9,18.536718,73.830327,18.606718,73.900327,Sandstorms,Jam,2,Meal,scooter,1,No,Metropolitian,16,evening,15,20,20,20,35
37,4.4,11.022298,76.998349,11.072298,77.048349,Sandstorms,Low,0,Meal,motorcycle,0,No,Metropolitian,20,night,10,22,30,22,40
22,4.6,12.337978,76.616792,12.407978,76.686792,Fog,Jam,1,Meal,scooter,0,No,Metropolitian,30,night,15,20,50,21,5
21,4.9,12.913041,77.683237,13.023041,77.793237,Sandstorms,Jam,0,Meal,motorcycle,1,No,Urban,27,night,5,21,50,21,55
33,4.7,22.725748,75.898497,22.835748,76.008497,Sandstorms,Jam,1,Meal,motorcycle,1,No,Metropolitian,25,evening,10,20,20,20,30
26,4.8,12.933298,77.614293,12.983298,77.664293,Sandstorms,Medium,0,Drinks,motorcycle,0,No,Urban,22,evening,10,18,30,18,40
28,4.8,23.234631,77.401663,23.364631,77.531663,Fog,Low,0,Snack,motorcycle,1,No,Metropolitian,20,night,5,23,25,23,30
34,4.8,22.310329,73.169083,22.380329,73.239083,Sunny,Low,2,Snack,scooter,1,No,Metropolitian,17,night,5,22,50,22,55
25,4.6,22.310237,73.158921,22.320237,73.168921,Windy,Low,1,Drinks,scooter,1,No,Metropolitian,10,morning,5,10,35,10,40
39,4.8,26.911927,75.797282,27.051927,75.937282,Windy,Low,2,Meal,scooter,1,No,Metropolitian,26,night,10,23,25,23,35
22,4.9,12.337978,76.616792,12.407978,76.686792,Cloudy,Medium,0,Meal,motorcycle,1,No,Metropolitian,30,evening,15,18,35,18,50
21,5.0,21.170096,72.789122,21.300096,72.919122,Cloudy,Jam,1,Snack,motorcycle,1,No,Metropolitian,33,night,10,21,20,21,30
31,4.1,11.024839,77.007003,11.104839,77.087003,Stormy,Jam,2,Meal,electric_scooter,2,No,Metropolitian,37,night,15,21,15,21,30
39,4.8,26.482581,80.315628,26.612581,80.445628,Cloudy,Medium,1,Drinks,scooter,2,No,Metropolitian,38,evening,10,18,30,18,40
32,4.8,30.340722,78.060221,30.430722,78.150221,Sunny,Medium,1,Buffet,motorcycle,0,No,Metropolitian,17,evening,15,17,30,17,45
25,4.7,17.422819,78.449578,17.532819,78.559578,Sunny,Jam,2,Meal,scooter,0,No,Metropolitian,12,evening,10,19,15,19,25
34,4.8,25.450317,81.831681,25.460317,81.841681,Cloudy,Low,2,Drinks,scooter,0,No,Urban,15,morning,10,8,10,8,20
21,4.4,17.438263,78.397865,17.568263,78.527865,Fog,Medium,2,Buffet,scooter,1,No,Metropolitian,32,evening,10,17,35,17,45
32,5.0,26.913987,75.752891,26.963987,75.802891,Cloudy,Medium,2,Meal,scooter,1,No,Metropolitian,15,evening,10,17,15,17,25
28,4.9,22.722634,75.886959,22.812634,75.976959,Cloudy,Medium,1,Snack,motorcycle,1,No,Metropolitian,30,evening,5,18,10,18,15
35,4.8,11.022169,76.999594,11.132169,77.109594,Cloudy,Low,1,Buffet,motorcycle,1,No,Metropolitian,30,night,5,22,15,22,20
38,4.1,12.334022,76.618203,12.424022,76.708203,Fog,Medium,1,Buffet,motorcycle,1,No,Metropolitian,44,evening,10,18,25,18,35
31,3.8,11.022298,76.998349,11.152298,77.128349,Sandstorms,Jam,1,Drinks,motorcycle,1,No,Metropolitian,44,evening,5,20,10,20,15
39,4.2,26.891191,75.802083,26.921191,75.832083,Stormy,Low,0,Meal,motorcycle,1,No,Urban,26,night,10,22,25,22,35
36,4.2,21.149669,72.772629,21.219669,72.842629,Fog,Low,0,Drinks,motorcycle,2,No,Metropolitian,43,night,15,23,15,23,30
38,4.0,23.359407,85.325055,23.489407,85.455055,Fog,Medium,2,Meal,scooter,1,No,Metropolitian,36,evening,15,17,35,17,50
31,4.1,18.554382,73.798206,18.564382,73.808206,Stormy,Low,0,Drinks,motorcycle,0,No,Urban,27,morning,10,8,35,8,45
21,4.5,23.359033,85.325347,23.449033,85.415347,Stormy,Jam,1,Snack,scooter,0,No,Metropolitian,18,night,10,21,20,21,30
30,4.7,17.483216,78.552111,17.513216,78.582111,Cloudy,Medium,0,Drinks,motorcycle,0,No,Metropolitian,26,evening,5,17,20,17,25
31,4.5,12.323225,76.630028,12.353225,76.660028,Sunny,Medium,0,Meal,motorcycle,0,No,Metropolitian,25,evening,5,18,45,18,50
38,4.6,12.949934,77.699386,12.989934,77.739386,Sandstorms,Medium,2,Buffet,motorcycle,1,No,Metropolitian,28,afternoon,10,15,25,15,35
25,4.7,21.186438,72.794115,21.246438,72.854115,Sandstorms,Jam,2,Buffet,electric_scooter,0,No,Urban,23,night,15,21,40,21,55
37,4.7,21.160437,72.774209,21.210437,72.824209,Cloudy,Low,0,Meal,motorcycle,0,No,Metropolitian,28,night,15,23,25,23,40
20,5.0,18.530963,73.828972,18.590963,73.888972,Fog,Medium,2,Drinks,scooter,0,No,Urban,13,evening,10,18,55,19,5
26,4.5,12.975996,80.221898,13.025996,80.271898,Windy,Jam,2,Drinks,scooter,1,No,Metropolitian,18,evening,15,19,55,20,10
38,4.3,22.753839,75.897429,22.783839,75.927429,Fog,Jam,2,Snack,electric_scooter,2,No,Metropolitian,39,night,10,21,10,21,20
24,4.9,23.351058,85.325731,23.411058,85.385731,Sandstorms,Jam,2,Snack,scooter,0,No,Metropolitian,19,night,15,20,50,21,5
25,5.0,21.186608,72.794136,21.256608,72.864136,Sunny,Jam,2,Drinks,scooter,1,No,Metropolitian,15,night,15,20,50,21,5
30,4.6,13.054347,80.257221,13.084347,80.287221,Sunny,Medium,0,Meal,motorcycle,1,No,Metropolitian,25,evening,10,17,45,17,55
22,4.2,17.429585,78.392621,17.449585,78.412621,Windy,Low,0,Meal,motorcycle,1,No,Metropolitian,15,morning,15,9,55,10,10
28,4.8,12.325461,76.632278,12.435461,76.742278,Cloudy,Low,2,Buffet,scooter,1,No,Metropolitian,29,night,10,22,35,22,45
27,4.7,13.022394,80.242439,13.152394,80.372439,Sandstorms,Jam,0,Snack,motorcycle,1,No,Metropolitian,33,evening,10,19,15,19,25
35,4.9,22.310329,73.169083,22.320329,73.179083,Sandstorms,Low,1,Snack,scooter,1,No,Urban,25,morning,10,10,10,10,20
36,4.9,12.284747,76.625861,12.344747,76.685861,Sunny,Medium,1,Drinks,motorcycle,0,No,Metropolitian,17,evening,10,17,45,17,55
21,4.9,19.055831,72.833984,19.185831,72.963984,Cloudy,Medium,0,Meal,motorcycle,1,No,Urban,34,evening,5,17,10,17,15
32,4.8,22.745536,75.893106,22.795536,75.943106,Windy,Jam,2,Drinks,motorcycle,1,No,Metropolitian,28,night,10,21,35,21,45
24,4.4,22.722634,75.886959,22.772634,75.936959,Sunny,Jam,0,Meal,motorcycle,1,No,Metropolitian,44,evening,5,19,10,19,15
30,4.1,22.753659,75.903365,22.863659,76.013365,Stormy,Medium,0,Snack,motorcycle,1,No,Metropolitian,47,evening,5,17,50,17,55
28,4.9,26.921411,75.793604,27.051411,75.923604,Windy,Jam,2,Drinks,scooter,1,No,Urban,19,evening,10,20,40,20,50
30,4.4,11.000762,76.981876,11.110762,77.091876,Fog,Low,0,Snack,motorcycle,0,No,Metropolitian,39,night,10,22,30,22,40
29,4.7,21.160437,72.774209,21.250437,72.864209,Stormy,Low,1,Snack,motorcycle,0,No,Urban,10,night,10,23,30,23,40
31,4.6,19.091458,72.827808,19.171458,72.907808,Fog,Low,0,Meal,motorcycle,0,No,Metropolitian,43,night,5,23,50,23,55
27,4.6,26.902328,75.794257,26.972328,75.864257,Stormy,Low,1,Snack,motorcycle,0,No,Urban,12,night,10,23,45,23,55
25,4.9,19.876219,75.346017,19.926219,75.396017,Sandstorms,Medium,1,Buffet,scooter,1,No,Metropolitian,29,evening,5,17,45,17,50
23,4.6,12.970324,77.645748,13.040324,77.715748,Fog,Jam,2,Meal,electric_scooter,1,No,Metropolitian,44,evening,15,20,30,20,45
24,4.9,26.471617,80.313564,26.511617,80.353564,Windy,Medium,2,Drinks,scooter,1,No,Metropolitian,23,afternoon,5,15,35,15,40
39,4.8,22.761593,75.886362,22.821593,75.946362,Cloudy,Low,2,Snack,electric_scooter,0,No,Metropolitian,16,night,5,23,15,23,20
33,4.8,22.744648,75.894377,22.794648,75.944377,Cloudy,Medium,2,Buffet,scooter,0,No,Urban,16,evening,10,18,10,18,20
35,4.7,23.359033,85.325347,23.369033,85.335347,Stormy,Low,1,Snack,motorcycle,0,No,Urban,28,morning,15,10,20,10,35
35,4.6,18.593481,73.785901,18.633481,73.825901,Sunny,High,1,Snack,motorcycle,1,No,Metropolitian,23,afternoon,10,14,35,14,45
25,4.8,17.430448,78.418213,17.540448,78.528213,Sandstorms,Jam,1,Snack,scooter,0,No,Urban,25,night,10,21,40,21,50
24,4.9,11.003669,76.976494,11.043669,77.016494,Sunny,High,1,Meal,motorcycle,0,No,Metropolitian,11,afternoon,15,12,20,12,35
36,4.6,11.024839,77.007003,11.054839,77.037003,Stormy,Low,2,Meal,motorcycle,1,No,Metropolitian,20,night,15,22,25,22,40
27,5.0,12.323994,76.626167,12.403994,76.706167,Stormy,Jam,2,Snack,scooter,0,No,Metropolitian,18,evening,5,20,50,20,55
39,4.6,11.001753,76.986241,11.031753,77.016241,Stormy,Jam,2,Buffet,electric_scooter,0,No,Metropolitian,26,night,10,21,20,21,30
39,5.0,23.359194,85.325447,23.399194,85.365447,Fog,High,1,Drinks,motorcycle,1,No,Urban,29,afternoon,10,12,25,12,35
30,4.3,22.651847,75.881991,22.781847,76.011991,Stormy,Jam,1,Drinks,motorcycle,1,No,Metropolitian,37,night,5,21,25,21,30
32,4.7,18.593481,73.785901,18.603481,73.795901,Windy,Low,2,Snack,electric_scooter,1,No,Urban,25,morning,15,9,30,9,45
31,4.0,17.440827,78.393391,17.470827,78.423391,Stormy,Jam,0,Meal,motorcycle,1,No,Metropolitian,45,evening,10,19,20,19,30
25,4.8,22.727021,75.884167,22.807021,75.964167,Cloudy,Medium,0,Buffet,motorcycle,1,No,Metropolitian,35,evening,10,18,10,18,20
29,4.8,17.431668,78.408321,17.501668,78.478321,Cloudy,Jam,2,Drinks,scooter,1,No,Urban,38,evening,10,20,10,20,20
31,4.8,13.066762,80.251865,13.106762,80.291865,Fog,Medium,1,Meal,motorcycle,0,No,Metropolitian,17,afternoon,5,15,40,15,45
28,4.6,11.001753,76.986241,11.061753,77.046241,Stormy,Medium,0,Meal,motorcycle,1,No,Metropolitian,28,evening,10,18,20,18,30
27,4.7,17.433809,78.386744,17.463809,78.416744,Sandstorms,Medium,1,Meal,motorcycle,0,No,Metropolitian,28,evening,15,18,10,18,25
29,5.0,18.569156,73.774723,18.639156,73.844723,Stormy,Medium,0,Meal,motorcycle,1,No,Metropolitian,34,evening,5,18,35,18,40
36,5.0,21.149669,72.772629,21.179669,72.802629,Fog,Medium,1,Meal,scooter,1,No,Metropolitian,19,evening,5,17,15,17,20
39,4.1,26.956431,75.776649,26.996431,75.816649,Sandstorms,High,1,Meal,scooter,1,No,Metropolitian,34,afternoon,15,12,10,12,25
38,4.0,11.008638,76.984311,11.078638,77.054311,Sandstorms,Jam,0,Meal,motorcycle,2,No,Metropolitian,46,evening,15,20,10,20,25
20,4.8,22.695207,75.866059,22.705207,75.876059,Fog,Low,1,Meal,scooter,1,No,Metropolitian,11,morning,5,9,30,9,35
29,4.8,11.000762,76.981876,11.040762,77.021876,Stormy,Medium,0,Meal,motorcycle,0,No,Metropolitian,10,evening,15,16,50,17,5
30,4.9,17.426228,78.407495,17.536228,78.517495,Sandstorms,Low,0,Snack,motorcycle,1,No,Metropolitian,22,night,10,22,40,22,50
28,5.0,17.451976,78.385883,17.531976,78.465883,Sunny,Medium,1,Meal,scooter,1,No,Metropolitian,18,evening,10,17,10,17,20
29,4.6,13.029198,77.570997,13.109198,77.650997,Cloudy,Jam,0,Meal,motorcycle,0,No,Metropolitian,39,night,15,21,40,21,55
22,4.8,21.183434,72.814492,21.253434,72.884492,Stormy,Jam,2,Meal,electric_scooter,1,No,Metropolitian,25,night,15,21,50,22,5
21,4.6,18.636215,73.751081,18.656215,73.771081,Sandstorms,Low,1,Snack,motorcycle,1,No,Metropolitian,11,morning,5,9,40,9,45
20,4.7,12.334022,76.618203,12.374022,76.658203,Windy,High,2,Drinks,scooter,0,No,Urban,13,afternoon,10,14,45,14,55
26,4.0,13.029198,77.570997,13.159198,77.700997,Cloudy,Jam,1,Meal,scooter,1,Yes,Urban,42,night,5,21,25,21,30
24,4.9,12.310972,76.659264,12.330972,76.679264,Windy,Low,1,Buffet,scooter,1,No,Metropolitian,18,morning,15,10,35,10,50
36,4.9,18.569156,73.774723,18.589156,73.794723,Sandstorms,Low,1,Drinks,motorcycle,1,No,Metropolitian,25,morning,15,9,10,9,25
22,4.7,18.927584,72.832585,18.967584,72.872585,Cloudy,Medium,1,Drinks,scooter,0,No,Urban,10,afternoon,15,16,25,16,40
33,4.7,25.451646,81.832796,25.471646,81.852796,Stormy,High,0,Buffet,motorcycle,1,No,Metropolitian,30,afternoon,15,11,50,12,5
25,4.8,26.471529,80.313458,26.601529,80.443458,Stormy,Medium,0,Buffet,motorcycle,0,No,Metropolitian,21,evening,15,18,25,18,40
28,5.0,22.695207,75.866059,22.765207,75.936059,Fog,Medium,2,Meal,scooter,0,No,Metropolitian,30,evening,15,17,50,18,5
36,4.1,26.911927,75.797282,26.941927,75.827282,Windy,Medium,0,Snack,motorcycle,1,No,Metropolitian,33,evening,15,18,15,18,30
22,4.5,17.431668,78.408321,17.441668,78.418321,Fog,Low,2,Snack,scooter,0,No,Urban,18,morning,10,10,15,10,25
37,4.2,21.157729,72.768726,21.167729,72.778726,Windy,Low,0,Buffet,motorcycle,1,No,Metropolitian,32,morning,10,9,20,9,30
20,4.9,22.761226,75.887522,22.871226,75.997522,Cloudy,Low,2,Meal,scooter,1,No,Metropolitian,25,night,5,23,30,23,35
26,4.6,19.120083,72.907385,19.140083,72.927385,Cloudy,Low,1,Drinks,scooter,0,No,Metropolitian,18,morning,5,10,45,10,50
37,4.7,21.183434,72.814492,21.313434,72.944492,Stormy,Low,2,Drinks,scooter,1,No,Urban,21,night,5,23,35,23,40
20,4.9,17.455894,78.375467,17.515894,78.435467,Stormy,Medium,1,Snack,scooter,1,No,Metropolitian,20,evening,5,17,40,17,45
26,3.2,22.533662,88.366217,22.603662,88.436217,Sunny,Low,2,Meal,electric_scooter,1,No,Metropolitian,38,night,10,23,40,23,50
22,4.6,22.728163,75.884212,22.858163,76.014212,Sandstorms,Medium,0,Drinks,motorcycle,0,No,Urban,31,evening,15,17,55,18,10
30,3.8,19.207222,72.972281,19.277222,73.042281,Sandstorms,Jam,2,Drinks,scooter,1,No,Metropolitian,40,evening,10,20,20,20,30
28,5.0,17.431668,78.408321,17.561668,78.538321,Fog,Low,2,Meal,motorcycle,1,No,Metropolitian,29,night,10,23,25,23,35
34,4.6,17.450851,78.379347,17.580851,78.509347,Sunny,Medium,0,Buffet,motorcycle,1,No,Metropolitian,39,evening,5,17,50,17,55
38,4.4,12.934179,77.615797,13.004179,77.685797,Cloudy,Jam,2,Buffet,scooter,1,No,Metropolitian,41,night,10,21,30,21,40
21,4.5,19.121999,72.908493,19.141999,72.928493,Windy,Low,0,Buffet,motorcycle,1,No,Metropolitian,29,morning,5,8,35,8,40
25,3.9,12.970324,77.645748,13.030324,77.705748,Sunny,Jam,0,Drinks,motorcycle,3,Yes,Metropolitian,53,evening,15,20,40,20,55
24,4.7,26.892312,75.806896,26.962312,75.876896,Sandstorms,Low,0,Snack,motorcycle,1,No,Urban,21,night,5,23,20,23,25
23,4.9,11.016298,76.972076,11.106298,77.062076,Windy,Jam,0,Meal,motorcycle,1,No,Metropolitian,37,night,5,21,15,21,20
39,3.9,17.411028,78.329645,17.491028,78.409645,Sandstorms,Jam,2,Buffet,electric_scooter,2,No,Metropolitian,36,night,5,21,15,21,20
25,3.5,21.170096,72.789122,21.200096,72.819122,Sunny,Jam,0,Drinks,motorcycle,1,No,Metropolitian,41,night,5,21,45,21,50
25,4.7,19.103249,72.846749,19.143249,72.886749,Fog,Medium,2,Buffet,scooter,0,No,Metropolitian,11,afternoon,10,16,10,16,20
24,4.7,22.695207,75.866059,22.765207,75.936059,Windy,Low,1,Snack,motorcycle,1,No,Metropolitian,12,night,10,23,25,23,35
33,4.7,12.972532,77.608179,12.992532,77.628179,Sandstorms,Low,1,Drinks,scooter,0,No,Metropolitian,22,morning,5,9,50,9,55
20,4.7,18.569156,73.774723,18.629156,73.834723,Cloudy,Jam,1,Meal,motorcycle,1,No,Metropolitian,28,night,5,21,20,21,25
34,4.9,11.026117,76.944652,11.086117,77.004652,Sunny,Medium,1,Drinks,motorcycle,0,No,Metropolitian,17,evening,5,18,30,18,35
27,4.9,22.761593,75.886362,22.851593,75.976362,Stormy,Medium,1,Meal,scooter,1,No,Metropolitian,17,evening,5,18,25,18,30
22,4.9,11.024839,77.007003,11.094839,77.077003,Windy,Medium,1,Snack,scooter,1,No,Metropolitian,27,evening,15,17,40,17,55
32,4.8,23.359407,85.325055,23.409407,85.375055,Fog,Jam,2,Meal,scooter,1,No,Metropolitian,28,evening,5,20,50,20,55
39,4.1,12.975377,77.696664,13.105377,77.826664,Fog,Jam,1,Meal,motorcycle,2,No,Metropolitian,45,evening,5,20,10,20,15
24,4.8,22.527893,88.368628,22.557893,88.398628,Stormy,Medium,2,Drinks,scooter,1,No,Metropolitian,26,evening,15,17,15,17,30
24,4.7,22.310526,73.170937,22.320526,73.180937,Sunny,Low,0,Snack,motorcycle,0,No,Metropolitian,17,morning,5,8,50,8,55
32,4.9,12.337928,76.617889,12.467928,76.747889,Sandstorms,Low,2,Buffet,motorcycle,1,No,Metropolitian,29,night,5,22,40,22,45
32,4.7,18.927584,72.832585,18.997584,72.902585,Stormy,Low,2,Snack,motorcycle,0,No,Metropolitian,29,night,10,22,30,22,40
37,3.5,12.337928,76.617889,12.427928,76.707889,Cloudy,Low,2,Buffet,scooter,1,No,Urban,37,night,15,22,50,23,5
33,4.7,25.450317,81.831681,25.590317,81.971681,Stormy,Medium,0,Drinks,motorcycle,1,No,Metropolitian,37,evening,5,17,45,17,50
34,4.9,22.307898,73.167788,22.417898,73.277788,Sandstorms,Low,2,Drinks,electric_scooter,1,No,Metropolitian,24,night,5,23,30,23,35
20,4.6,21.160522,72.771477,21.290522,72.901477,Sandstorms,Low,1,Drinks,scooter,1,No,Metropolitian,18,night,15,22,50,23,5
35,4.7,19.131141,72.813074,19.241141,72.923074,Sunny,Medium,2,Drinks,scooter,0,No,Metropolitian,15,evening,5,17,25,17,30
20,4.9,22.307898,73.167788,22.387898,73.247788,Windy,Medium,1,Meal,scooter,1,No,Metropolitian,15,evening,5,17,50,17,55
38,4.9,26.911378,75.789034,26.941378,75.819034,Sandstorms,Jam,2,Meal,motorcycle,0,No,Metropolitian,27,night,10,20,55,21,5
28,4.7,12.970221,77.645396,13.050221,77.725396,Fog,Low,1,Snack,scooter,1,No,Metropolitian,24,night,15,22,10,22,25
39,4.8,12.310972,76.659264,12.350972,76.699264,Cloudy,High,0,Snack,motorcycle,1,No,Metropolitian,28,afternoon,15,12,30,12,45
28,4.9,26.910262,75.783013,27.000262,75.873013,Windy,Medium,2,Meal,scooter,1,No,Metropolitian,15,evening,15,17,50,18,5
22,4.5,17.410371,78.437225,17.440371,78.467225,Windy,Medium,1,Drinks,motorcycle,0,No,Metropolitian,23,evening,10,18,35,18,45
24,4.8,12.972161,77.596014,13.042161,77.666014,Sunny,Medium,1,Drinks,motorcycle,1,No,Metropolitian,19,evening,10,17,15,17,25
35,3.7,27.163303,78.057044,27.273303,78.167044,Stormy,Jam,1,Meal,motorcycle,1,No,Metropolitian,36,evening,10,19,10,19,20
21,4.8,11.000762,76.981876,11.080762,77.061876,Stormy,Jam,0,Drinks,motorcycle,0,No,Metropolitian,33,night,15,21,40,21,55
23,4.4,22.651847,75.881991,22.681847,75.911991,Windy,Low,0,Snack,motorcycle,0,No,Metropolitian,18,night,15,23,30,23,45
22,4.7,25.459775,81.834841,25.599775,81.974841,Stormy,Low,0,Meal,motorcycle,1,No,Urban,23,night,15,22,50,23,5
33,4.9,21.175104,72.804342,21.265104,72.894342,Cloudy,Jam,0,Meal,motorcycle,1,No,Metropolitian,45,evening,5,20,10,20,15
23,4.6,18.543626,73.905101,18.633626,73.995101,Stormy,Jam,1,Buffet,motorcycle,1,No,Urban,15,night,5,21,15,21,20
29,5.0,22.307898,73.167788,22.347898,73.207788,Sandstorms,High,1,Snack,motorcycle,1,No,Urban,23,afternoon,10,13,10,13,20
20,4.9,17.428294,78.404423,17.468294,78.444423,Sunny,High,1,Meal,motorcycle,1,No,Metropolitian,16,afternoon,10,13,30,13,40
36,4.2,19.866969,75.318894,19.936969,75.388894,Fog,Medium,1,Buffet,motorcycle,2,No,Urban,35,evening,5,18,15,18,20
28,4.8,12.284747,76.625861,12.314747,76.655861,Fog,Jam,2,Snack,electric_scooter,1,No,Metropolitian,22,evening,5,20,45,20,50
37,4.0,12.311072,76.654878,12.371072,76.714878,Cloudy,Jam,1,Meal,motorcycle,1,No,Metropolitian,32,evening,15,20,15,20,30
22,4.7,22.761226,75.887522,22.781226,75.907522,Stormy,Low,2,Snack,scooter,0,No,Metropolitian,11,morning,15,9,25,9,40
34,4.1,22.725748,75.898497,22.785747,75.958497,Cloudy,Jam,0,Snack,motorcycle,1,No,Urban,32,evening,5,19,15,19,20
24,4.8,21.186884,72.793616,21.256884,72.863616,Sunny,Jam,1,Buffet,scooter,0,No,Metropolitian,12,evening,5,19,25,19,30
30,4.0,12.934179,77.615797,12.964179,77.645797,Sandstorms,Medium,1,Drinks,scooter,1,No,Metropolitian,34,evening,10,17,30,17,40
21,4.9,12.321214,76.621094,12.451214,76.751094,Cloudy,Medium,0,Drinks,motorcycle,1,No,Metropolitian,43,evening,5,18,10,18,15
24,4.9,23.355164,85.324097,23.425164,85.394097,Cloudy,Jam,0,Meal,motorcycle,2,No,Metropolitian,42,night,15,21,25,21,40
34,4.8,12.323225,76.630028,12.333225,76.640028,Sunny,High,2,Snack,motorcycle,0,No,Metropolitian,22,morning,10,11,25,11,35
26,4.5,23.359033,85.325347,23.369033,85.335347,Cloudy,Low,1,Buffet,scooter,0,No,Urban,11,morning,15,8,35,8,50
