,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),Time_Orderd_hour,Time_Orderd_minute,Time_Order_picked_hour,Time_Order_picked_minute,onground_dist,Time_of_day
5004,28.0,4.8,Windy,Jam,0,Snack,motorcycle,1.0,No,Urban,28,20,50,22,10,,Evening
5005,23.0,4.6,Cloudy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,37,17,20,22,10,,Afternoon
5006,35.0,4.9,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,25,8,35,22,10,,Morning
5007,37.0,4.5,Sunny,Low,1,Snack,motorcycle,1.0,No,Metropolitian,28,23,40,22,10,,Evening
5008,32.0,4.7,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,27,23,30,22,10,,Evening
5009,30.0,4.6,Windy,Low,2,Drinks,scooter,1.0,No,Metropolitian,21,9,30,22,10,,Morning
5010,23.0,4.7,Sandstorms,Low,2,Buffet,scooter,0.0,No,Urban,19,10,20,22,10,,Morning
5011,21.0,4.5,Windy,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,19,19,40,22,10,,Evening
5012,32.0,4.9,Cloudy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,40,21,15,22,10,,Evening
5013,33.0,4.9,Sunny,Medium,1,Drinks,scooter,1.0,No,Urban,21,15,35,22,10,,Afternoon
5014,31.0,4.2,Windy,Medium,2,Snack,scooter,1.0,No,Urban,37,18,35,22,10,,Afternoon
5015,31.0,4.8,Windy,Low,2,Snack,electric_scooter,1.0,No,Urban,15,22,20,22,10,,Evening
5016,22.0,4.6,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,29,19,30,22,10,,Evening
5017,37.0,4.8,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,26,22,15,22,10,,Evening
5018,26.0,4.0,Sunny,Jam,0,Snack,motorcycle,1.0,No,Urban,32,19,25,22,10,,Evening
5019,21.0,4.8,Sandstorms,Medium,0,Drinks,motorcycle,0.0,No,Urban,27,17,20,22,10,,Afternoon
5020,21.0,4.4,Fog,Medium,2,Buffet,scooter,1.0,No,Metropolitian,32,17,35,22,10,,Afternoon
5021,32.0,5.0,Fog,Low,1,Meal,motorcycle,1.0,No,Metropolitian,15,10,50,22,10,,Morning
5022,32.0,4.0,Fog,High,0,Meal,motorcycle,1.0,No,Metropolitian,31,11,35,22,10,,Morning
5023,21.0,4.8,Sunny,Low,0,Meal,motorcycle,0.0,No,Urban,21,23,15,22,10,,Evening
5024,37.0,4.7,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,30,18,15,22,10,,Afternoon
5025,22.0,4.6,Sunny,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,29,19,40,22,10,,Evening
5026,37.0,4.9,Cloudy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,15,18,55,22,10,,Afternoon
5027,23.0,4.5,Sandstorms,Medium,2,Snack,electric_scooter,0.0,No,Metropolitian,27,18,45,22,10,,Afternoon
5028,24.0,4.7,Stormy,Low,2,Buffet,motorcycle,0.0,No,Urban,14,8,40,22,10,,Morning
5029,35.0,4.2,Stormy,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,33,16,15,22,10,,Afternoon
5030,21.0,4.7,Sandstorms,Jam,1,Snack,scooter,1.0,No,Metropolitian,24,19,15,22,10,,Evening
5031,36.0,5.0,Windy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,32,13,25,22,10,,Afternoon
5032,37.0,4.9,Cloudy,Medium,2,Snack,motorcycle,0.0,No,Urban,19,17,30,22,10,,Afternoon
5033,33.0,4.8,Sandstorms,High,1,Buffet,motorcycle,1.0,No,Metropolitian,34,11,25,22,10,,Morning
5034,34.0,4.8,Sunny,Low,0,Meal,motorcycle,0.0,No,Metropolitian,21,9,25,22,10,,Morning
5035,29.0,5.0,Stormy,Jam,1,Snack,motorcycle,1.0,No,Urban,24,19,30,22,10,,Evening
5036,23.0,4.6,Sandstorms,Medium,2,Drinks,scooter,0.0,No,Urban,28,17,30,22,10,,Afternoon
5037,32.0,4.8,Sunny,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,18,22,35,22,10,,Evening
5038,27.0,4.6,Cloudy,High,2,Drinks,scooter,1.0,No,Metropolitian,23,11,45,22,10,,Morning
5039,32.0,4.6,Sunny,Low,2,Buffet,electric_scooter,1.0,No,Urban,18,22,20,22,10,,Evening
5040,29.0,3.6,Sunny,Jam,0,Buffet,motorcycle,3.0,Yes,Urban,54,21,10,22,10,,Evening
5041,22.0,4.8,Sunny,Medium,1,Snack,scooter,0.0,No,Urban,11,18,50,22,10,,Afternoon
5042,22.0,4.6,Fog,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,20,20,15,22,10,,Evening
5043,34.0,4.6,Stormy,Low,1,Snack,scooter,1.0,No,Metropolitian,24,23,35,22,10,,Evening
5044,33.0,5.0,Cloudy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,48,20,10,22,10,,Evening
5045,31.0,4.5,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,26,22,10,22,10,,Evening
5046,21.0,5.0,Sandstorms,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,17,18,15,22,10,,Afternoon
5047,33.0,4.7,Sunny,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,43,19,35,22,10,,Evening
5048,22.0,4.5,Sunny,Medium,1,Meal,scooter,1.0,No,Metropolitian,15,18,35,22,10,,Afternoon
5049,33.0,4.6,Fog,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,28,19,25,22,10,,Evening
5050,30.0,4.5,Stormy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,27,20,55,22,10,,Evening
5051,30.0,4.3,Cloudy,Low,0,Meal,motorcycle,1.0,No,Urban,38,22,30,22,10,,Evening
5052,32.0,4.7,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,29,21,55,22,10,,Evening
5053,20.0,4.8,Sunny,Medium,1,Snack,scooter,1.0,No,Urban,16,17,10,22,10,,Afternoon
5054,28.0,5.0,Windy,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,13,20,40,22,10,,Evening
5055,23.0,4.8,Stormy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,25,18,40,22,10,,Afternoon
5056,32.0,4.6,Stormy,High,1,Snack,scooter,1.0,No,Metropolitian,27,12,25,22,10,,Morning
5057,37.0,4.8,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Urban,28,20,20,22,10,,Evening
5058,36.0,5.0,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,37,22,30,22,10,,Evening
5059,29.0,4.9,Sandstorms,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,14,8,10,22,10,,Morning
5060,38.0,4.8,Windy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,31,18,55,22,10,,Afternoon
5061,20.0,4.6,Windy,Medium,1,Meal,scooter,1.0,No,Metropolitian,26,17,35,22,10,,Afternoon
5062,28.0,4.0,Sandstorms,High,0,Drinks,motorcycle,1.0,No,Metropolitian,38,12,55,22,10,,Morning
5063,37.0,4.8,Sandstorms,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,25,15,15,22,10,,Afternoon
5064,31.0,4.7,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,47,20,15,22,10,,Evening
5065,32.0,5.0,Windy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,29,8,35,22,10,,Morning
5066,38.0,4.3,Windy,Medium,1,Snack,scooter,2.0,No,Metropolitian,38,17,30,22,10,,Afternoon
5067,27.0,4.9,Cloudy,Low,0,Snack,motorcycle,1.0,No,Urban,19,8,55,22,10,,Morning
5068,27.0,4.9,Fog,Jam,2,Buffet,scooter,1.0,No,Urban,31,19,40,22,10,,Evening
5069,24.0,4.9,Cloudy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,20,22,10,22,10,,Evening
5070,29.0,4.6,Sunny,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,14,20,10,22,10,,Evening
5071,31.0,4.9,Cloudy,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,26,21,30,22,10,,Evening
5072,30.0,4.4,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,27,22,30,22,10,,Evening
5073,38.0,4.1,Stormy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,33,15,10,22,10,,Afternoon
5074,24.0,4.9,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,22,20,40,22,10,,Evening
5075,25.0,4.7,Windy,High,2,Drinks,electric_scooter,0.0,No,Metropolitian,26,11,50,22,10,,Morning
5076,29.0,5.0,Sunny,Low,0,Meal,motorcycle,1.0,No,Urban,26,23,20,22,10,,Evening
5077,36.0,5.0,Sunny,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,13,8,40,22,10,,Morning
5078,29.0,4.8,Windy,Jam,1,Snack,scooter,1.0,No,Metropolitian,17,20,20,22,10,,Evening
5079,25.0,4.6,Sandstorms,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,29,18,30,22,10,,Afternoon
5080,35.0,4.5,Sunny,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,21,22,35,22,10,,Evening
5081,38.0,4.8,Stormy,High,1,Buffet,scooter,1.0,No,Metropolitian,28,11,30,22,10,,Morning
5082,31.0,5.0,Cloudy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,42,21,40,22,10,,Evening
5083,27.0,5.0,Sandstorms,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,31,21,30,22,10,,Evening
5084,31.0,4.6,Cloudy,Jam,1,Meal,scooter,0.0,No,Metropolitian,38,20,55,22,10,,Evening
5085,20.0,5.0,Sandstorms,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,28,20,15,22,10,,Evening
5086,27.0,4.7,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,40,20,35,22,10,,Evening
5087,34.0,3.9,Windy,Jam,1,Buffet,scooter,1.0,No,Urban,36,21,50,22,10,,Evening
5088,35.0,4.6,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,21,22,50,22,10,,Evening
5089,20.0,5.0,Cloudy,High,2,Snack,scooter,0.0,No,Metropolitian,27,14,20,22,10,,Afternoon
5090,30.0,4.6,Sunny,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,27,19,50,22,10,,Evening
5091,35.0,4.8,Sandstorms,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,30,18,15,22,10,,Afternoon
5092,38.0,4.4,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23,10,25,22,10,,Morning
5093,34.0,3.5,Sandstorms,Jam,2,Meal,scooter,1.0,No,Metropolitian,31,19,15,22,10,,Evening
5094,34.0,4.7,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,38,17,25,22,10,,Afternoon
5095,22.0,4.9,Cloudy,High,2,Buffet,scooter,0.0,No,Metropolitian,27,14,35,22,10,,Afternoon
5096,23.0,4.7,Fog,Low,1,Meal,motorcycle,1.0,No,Urban,12,10,55,22,10,,Morning
5097,21.0,5.0,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Metropolitian,29,17,25,22,10,,Afternoon
5098,35.0,4.7,Sunny,Jam,2,Snack,scooter,0.0,No,Metropolitian,27,21,40,22,10,,Evening
5099,34.0,4.5,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,44,19,50,22,10,,Evening
5100,27.0,4.7,Sunny,High,1,Meal,scooter,1.0,No,Metropolitian,12,13,10,22,10,,Afternoon
5101,25.0,4.6,Stormy,Low,2,Drinks,scooter,0.0,No,Metropolitian,17,8,55,22,10,,Morning
5102,31.0,4.9,Sunny,Jam,1,Meal,motorcycle,1.0,No,Urban,17,21,35,22,10,,Evening
5103,20.0,5.0,Cloudy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,27,18,50,22,10,,Afternoon
5104,37.0,4.9,Fog,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,48,20,40,22,10,,Evening
5105,38.0,5.0,Cloudy,Medium,2,Snack,scooter,2.0,No,Metropolitian,36,17,25,22,10,,Afternoon
5106,20.0,5.0,Windy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,37,19,50,22,10,,Evening
5107,30.0,4.8,Fog,Jam,1,Drinks,scooter,0.0,No,Metropolitian,29,20,30,22,10,,Evening
5108,36.0,4.3,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,33,8,55,22,10,,Morning
5109,33.0,4.9,Fog,Low,0,Buffet,motorcycle,1.0,No,Urban,24,9,55,22,10,,Morning
5110,25.0,4.8,Sunny,Jam,1,Buffet,scooter,1.0,No,Urban,11,21,40,22,10,,Evening
5111,25.0,5.0,Sandstorms,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,29,20,35,22,10,,Evening
5112,35.0,4.9,Windy,High,0,Meal,motorcycle,1.0,No,Metropolitian,47,11,35,22,10,,Morning
5113,34.0,4.6,Cloudy,Low,0,Meal,motorcycle,1.0,No,Urban,26,9,30,22,10,,Morning
5114,20.0,4.7,Windy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,15,17,30,22,10,,Afternoon
5115,27.0,4.8,Cloudy,Jam,0,Drinks,motorcycle,1.0,Yes,Metropolitian,40,19,40,22,10,,Evening
5116,37.0,3.5,Stormy,Medium,1,Meal,motorcycle,2.0,No,Metropolitian,38,17,20,22,10,,Afternoon
5117,29.0,4.6,Stormy,Medium,2,Meal,scooter,1.0,No,Urban,18,17,25,22,10,,Afternoon
5118,30.0,4.6,Windy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,19,22,25,22,10,,Evening
5119,26.0,4.8,Windy,Low,1,Meal,scooter,0.0,No,Urban,15,9,10,22,10,,Morning
5120,37.0,4.9,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,35,23,35,22,10,,Evening
5121,39.0,4.7,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,37,19,40,22,10,,Evening
5122,27.0,4.5,Sandstorms,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,10,16,20,22,10,,Afternoon
5123,21.0,4.8,Sandstorms,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,18,23,20,22,10,,Evening
5124,35.0,4.7,Stormy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,44,21,20,22,10,,Evening
5125,25.0,4.7,Stormy,Low,2,Snack,scooter,0.0,No,Metropolitian,19,10,30,22,10,,Morning
5126,38.0,4.6,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,31,19,10,22,10,,Evening
5127,27.0,4.7,Stormy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,27,20,20,22,10,,Evening
5128,39.0,4.9,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,42,21,40,22,10,,Evening
5129,31.0,4.5,Stormy,High,2,Buffet,motorcycle,0.0,No,Metropolitian,25,12,40,22,10,,Morning
5130,25.0,5.0,Sunny,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,21,23,10,22,10,,Evening
5131,37.0,4.9,Stormy,Jam,2,Buffet,scooter,1.0,No,Urban,31,19,10,22,10,,Evening
5132,23.0,4.6,Fog,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,41,19,20,22,10,,Evening
5133,39.0,4.6,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,26,9,10,22,10,,Morning
5134,27.0,4.5,Sandstorms,Medium,1,Drinks,motorcycle,0.0,No,Urban,21,17,25,22,10,,Afternoon
5135,34.0,4.9,Sandstorms,Medium,0,Drinks,motorcycle,0.0,No,Urban,26,16,55,22,10,,Afternoon
5136,33.0,4.8,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,23,20,15,22,10,,Evening
5137,23.0,4.8,Sunny,Low,1,Drinks,scooter,1.0,No,Metropolitian,22,9,15,22,10,,Morning
5138,31.0,4.6,Sunny,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,21,20,20,22,10,,Evening
5139,39.0,4.9,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,30,17,10,22,10,,Afternoon
5140,36.0,4.5,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,25,17,45,22,10,,Afternoon
5141,31.0,4.0,Stormy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,47,19,20,22,10,,Evening
5142,39.0,4.6,Sunny,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,15,17,15,22,10,,Afternoon
5143,38.0,4.9,Stormy,High,2,Drinks,scooter,0.0,No,Metropolitian,28,14,20,22,10,,Afternoon
5144,31.0,4.6,Stormy,Low,2,Snack,scooter,1.0,No,Urban,20,23,45,22,10,,Evening
5145,30.0,4.9,Fog,Jam,2,Snack,motorcycle,2.0,Yes,Metropolitian,47,19,40,22,10,,Evening
5146,20.0,4.6,Sunny,Medium,2,Meal,scooter,1.0,No,Metropolitian,19,15,20,22,10,,Afternoon
5147,32.0,4.0,Sandstorms,High,2,Buffet,motorcycle,1.0,No,Metropolitian,34,12,40,22,10,,Morning
5148,34.0,3.7,Stormy,Medium,2,Meal,scooter,1.0,No,Metropolitian,38,18,40,22,10,,Afternoon
5149,38.0,4.6,Stormy,Medium,2,Buffet,scooter,0.0,No,Metropolitian,26,17,50,22,10,,Afternoon
5150,32.0,4.8,Windy,Low,2,Snack,scooter,1.0,No,Metropolitian,29,10,55,22,10,,Morning
5151,28.0,4.8,Windy,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,17,19,30,22,10,,Evening
5152,23.0,5.0,Windy,Low,2,Buffet,electric_scooter,0.0,No,Urban,17,23,10,22,10,,Evening
5153,39.0,4.0,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,44,21,40,22,10,,Evening
5154,29.0,4.7,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,19,18,10,22,10,,Afternoon
5155,39.0,4.4,Cloudy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,37,17,35,22,10,,Afternoon
5156,25.0,4.7,Windy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,27,18,35,22,10,,Afternoon
5157,32.0,4.8,Sandstorms,Low,2,Buffet,scooter,0.0,No,Metropolitian,28,10,40,22,10,,Morning
5158,37.0,4.1,Sandstorms,High,0,Drinks,motorcycle,1.0,No,Metropolitian,39,12,30,22,10,,Morning
5159,38.0,4.7,Stormy,Jam,2,Buffet,motorcycle,0.0,No,Metropolitian,27,21,50,22,10,,Evening
5160,27.0,4.6,Fog,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,28,22,55,22,10,,Evening
5161,26.0,4.6,Stormy,Low,1,Snack,scooter,0.0,No,Urban,16,22,40,22,10,,Evening
5162,25.0,4.5,Windy,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,20,17,25,22,10,,Afternoon
5163,27.0,4.2,Fog,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,34,20,50,22,10,,Evening
5164,36.0,4.6,Cloudy,Jam,0,Snack,motorcycle,3.0,No,Urban,50,20,35,22,10,,Evening
5165,32.0,4.7,Sunny,High,0,Drinks,motorcycle,1.0,No,Metropolitian,20,13,35,22,10,,Afternoon
5166,25.0,4.5,Windy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,18,19,55,22,10,,Evening
5167,35.0,4.7,Sandstorms,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,27,8,50,22,10,,Morning
5168,21.0,4.9,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,30,21,25,22,10,,Evening
5169,22.0,4.0,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,31,19,55,22,10,,Evening
5170,23.0,4.5,Fog,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,49,19,40,22,10,,Evening
5171,31.0,4.7,Stormy,Low,2,Buffet,scooter,1.0,No,Metropolitian,28,22,40,22,10,,Evening
5172,35.0,4.6,Cloudy,Jam,0,Buffet,motorcycle,0.0,No,Urban,49,19,40,22,10,,Evening
5173,27.0,4.6,Sunny,High,2,Buffet,motorcycle,0.0,No,Urban,19,12,30,22,10,,Morning
5174,34.0,4.9,Sunny,Low,1,Snack,scooter,1.0,No,Urban,17,23,10,22,10,,Evening
5175,34.0,3.1,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,32,23,45,22,10,,Evening
5176,36.0,4.2,Windy,Medium,1,Drinks,scooter,1.0,No,Urban,36,17,50,22,10,,Afternoon
5177,33.0,4.9,Fog,Jam,0,Buffet,motorcycle,1.0,No,Urban,27,21,10,22,10,,Evening
5178,38.0,4.0,Fog,Jam,2,Snack,scooter,1.0,No,Metropolitian,32,20,30,22,10,,Evening
5179,21.0,4.8,Windy,Jam,2,Drinks,motorcycle,1.0,No,Urban,26,21,15,22,10,,Evening
5180,22.0,4.9,Windy,High,1,Buffet,motorcycle,1.0,No,Urban,11,12,15,22,10,,Morning
5181,38.0,4.9,Fog,High,1,Drinks,motorcycle,1.0,No,Metropolitian,35,11,40,22,10,,Morning
5182,39.0,3.5,Windy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,42,19,40,22,10,,Evening
5183,35.0,4.4,Sandstorms,Jam,2,Meal,scooter,0.0,No,Metropolitian,41,19,25,22,10,,Evening
5184,31.0,4.1,Stormy,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,31,16,40,22,10,,Afternoon
5185,34.0,4.9,Sandstorms,Low,2,Drinks,scooter,1.0,No,Metropolitian,24,23,10,22,10,,Evening
5186,26.0,5.0,Cloudy,Low,2,Buffet,scooter,0.0,No,Urban,12,9,10,22,10,,Morning
5187,22.0,4.6,Windy,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,18,19,25,22,10,,Evening
5188,25.0,4.6,Stormy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,23,21,25,22,10,,Evening
5189,23.0,3.3,Sunny,Low,2,Buffet,scooter,1.0,No,Metropolitian,31,22,20,22,10,,Evening
5190,26.0,4.7,Cloudy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,20,9,30,22,10,,Morning
5191,20.0,4.8,Stormy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,27,16,15,22,10,,Afternoon
5192,25.0,5.0,Stormy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,23,20,30,22,10,,Evening
5193,31.0,4.9,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,46,19,25,22,10,,Evening
5194,20.0,4.7,Cloudy,Jam,1,Meal,motorcycle,1.0,Yes,Metropolitian,44,21,40,22,10,,Evening
5195,34.0,4.8,Sandstorms,High,1,Buffet,motorcycle,1.0,No,Metropolitian,25,12,35,22,10,,Morning
5196,35.0,4.4,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,37,18,40,22,10,,Afternoon
5197,25.0,4.7,Sandstorms,Low,1,Snack,scooter,0.0,No,Urban,15,22,55,22,10,,Evening
5198,25.0,4.9,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,15,20,25,22,10,,Evening
5199,24.0,4.6,Sandstorms,Low,1,Snack,scooter,0.0,No,Urban,11,9,40,22,10,,Morning
5200,35.0,4.6,Sunny,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,17,22,40,22,10,,Evening
5201,20.0,4.6,Sandstorms,High,0,Meal,motorcycle,0.0,No,Urban,20,13,20,22,10,,Afternoon
5202,30.0,4.9,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,26,20,20,22,10,,Evening
5203,21.0,5.0,Stormy,Low,2,Meal,motorcycle,0.0,No,Metropolitian,10,22,35,22,10,,Evening
5204,27.0,4.7,Stormy,Jam,2,Meal,scooter,1.0,No,Urban,15,19,55,22,10,,Evening
5205,20.0,4.8,Stormy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,24,17,50,22,10,,Afternoon
5206,32.0,4.4,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,38,15,55,22,10,,Afternoon
5207,24.0,4.7,Sunny,High,1,Drinks,motorcycle,0.0,No,Metropolitian,10,12,20,22,10,,Morning
5208,34.0,4.4,Sunny,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,35,17,15,22,10,,Afternoon
5209,31.0,4.3,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Metropolitian,33,22,20,22,10,,Evening
5210,34.0,4.7,Sunny,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,28,18,20,22,10,,Afternoon
5211,29.0,4.9,Windy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,27,16,50,22,10,,Afternoon
5212,27.0,4.6,Sunny,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,16,17,15,22,10,,Afternoon
5213,27.0,4.8,Sunny,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,18,20,30,22,10,,Evening
5214,36.0,4.9,Sandstorms,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,24,23,15,22,10,,Evening
5215,35.0,4.1,Stormy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,23,10,15,22,10,,Morning
5216,36.0,4.9,Stormy,High,0,Buffet,motorcycle,0.0,No,Metropolitian,35,12,55,22,10,,Morning
5217,39.0,4.2,Windy,High,1,Meal,motorcycle,1.0,No,Metropolitian,32,13,40,22,10,,Afternoon
5218,36.0,4.4,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,36,21,55,22,10,,Evening
5219,36.0,4.7,Windy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,45,19,50,22,10,,Evening
5220,29.0,4.5,Cloudy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,25,17,20,22,10,,Afternoon
5221,28.0,4.4,Fog,Jam,1,Meal,scooter,1.0,No,Metropolitian,40,21,15,22,10,,Evening
5222,33.0,4.6,Sunny,High,1,Meal,motorcycle,1.0,No,Urban,23,14,35,22,10,,Afternoon
5223,32.0,4.7,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Urban,29,19,25,22,10,,Evening
5224,32.0,4.9,Windy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,22,17,40,22,10,,Afternoon
5225,31.0,4.6,Stormy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,26,21,30,22,10,,Evening
5226,34.0,4.3,Cloudy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,33,16,45,22,10,,Afternoon
5227,20.0,5.0,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,35,20,55,22,10,,Evening
5228,28.0,4.8,Fog,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,43,20,40,22,10,,Evening
5229,27.0,4.3,Stormy,Low,0,Buffet,motorcycle,1.0,No,Urban,24,22,10,22,10,,Evening
5230,36.0,4.9,Sunny,Low,2,Buffet,scooter,1.0,No,Urban,20,22,15,22,10,,Evening
5231,24.0,4.9,Sandstorms,Jam,1,Drinks,scooter,0.0,No,Metropolitian,25,21,35,22,10,,Evening
5232,36.0,4.0,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,36,23,30,22,10,,Evening
5233,20.0,4.9,Sunny,Jam,1,Buffet,scooter,0.0,No,Metropolitian,10,21,25,22,10,,Evening
5234,32.0,3.8,Sunny,Jam,2,Snack,scooter,1.0,No,Metropolitian,32,20,40,22,10,,Evening
5235,39.0,4.8,Sunny,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,17,15,25,22,10,,Afternoon
