,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),Daytime,Time_Difference_Minutes,Order_Hour,Order_Minute,Picked_Hour,Picked_Minute,onground_dist(KM)
174,22,4.8,12.933284,77.615428,12.953284,77.635428,Sunny,Low,1,Drinks,motorcycle,1,No,Metropolitian,18,morning,5,9,40,9,45,6.0
175,27,5.0,26.492106,80.327797,26.562106,80.397797,Windy,Jam,0,Buffet,motorcycle,1,No,Metropolitian,27,night,10,20,55,21,5,20.4
176,32,5.0,10.994136,76.963303,11.024136,76.993303,Stormy,Medium,2,Drinks,scooter,1,No,Metropolitian,31,evening,15,18,25,18,40,6.9
177,30,4.6,22.308096,73.167753,22.318096,73.177753,Cloudy,Low,0,Buffet,motorcycle,0,No,Urban,24,morning,15,10,40,10,55,3.2
178,39,4.8,12.323194,76.630583,12.343194,76.650583,Fog,High,2,Drinks,scooter,1,No,Urban,26,morning,5,11,20,11,25,5.0
179,20,4.7,18.543626,73.905101,18.623626,73.985101,Sandstorms,Medium,2,Snack,scooter,1,No,Urban,16,evening,5,17,10,17,15,19.5
180,34,4.2,12.304569,76.643622,12.364569,76.703622,Windy,Low,0,Snack,motorcycle,0,No,Urban,24,night,5,23,10,23,15,13.9
181,37,4.3,26.849596,75.800512,26.869596,75.820512,Stormy,High,2,Meal,scooter,1,No,Metropolitian,34,afternoon,10,11,55,12,5,5.9
182,33,4.9,21.160522,72.771477,21.210522,72.821477,Windy,Low,1,Drinks,motorcycle,1,No,Metropolitian,26,night,10,22,40,22,50,10.8
183,21,5.0,22.728163,75.884212,22.858163,76.014212,Fog,Medium,1,Drinks,motorcycle,1,No,Metropolitian,25,evening,5,17,10,17,15,28.5
184,28,4.6,17.428294,78.404423,17.558294,78.534423,Stormy,Jam,2,Drinks,electric_scooter,0,No,Metropolitian,16,evening,5,19,45,19,50,30.7
185,21,4.7,26.766536,75.837333,26.896536,75.967333,Windy,Jam,2,Drinks,scooter,1,No,Metropolitian,27,evening,10,20,30,20,40,37.5
186,39,4.9,19.879631,75.323403,19.899631,75.343403,Fog,High,0,Drinks,motorcycle,1,No,Metropolitian,25,morning,5,11,10,11,15,5.3
187,20,4.5,19.091458,72.827808,19.151458,72.887808,Sandstorms,Jam,1,Buffet,scooter,1,No,Urban,25,evening,5,19,30,19,35,15.7
188,36,5.0,26.849596,75.800512,26.859596,75.810512,Fog,Low,2,Meal,scooter,1,No,Urban,15,morning,5,8,20,8,25,3.8
189,32,4.5,18.520016,73.830547,18.570016,73.880547,Fog,Jam,0,Buffet,motorcycle,1,No,Metropolitian,30,evening,5,20,30,20,35,11.2
190,30,4.7,21.170798,72.790489,21.280798,72.900489,Windy,Low,0,Drinks,motorcycle,1,No,Metropolitian,24,night,5,22,25,22,30,23.3
191,23,4.6,22.760072,75.892574,22.850072,75.982574,Windy,Jam,0,Snack,motorcycle,1,No,Metropolitian,27,night,5,21,30,21,35,22.9
192,31,4.2,22.761226,75.887522,22.821226,75.947522,Windy,Medium,2,Meal,electric_scooter,1,No,Metropolitian,32,evening,10,17,25,17,35,12.9
193,20,4.5,21.149834,72.778666,21.199834,72.828666,Sandstorms,Jam,0,Drinks,motorcycle,1,No,Metropolitian,29,evening,5,20,15,20,20,9.9
194,22,4.9,12.297954,76.665169,12.307954,76.675169,Cloudy,Low,1,Snack,motorcycle,0,No,Metropolitian,11,morning,5,8,25,8,30,3.1
195,20,4.7,17.458998,78.500366,17.518998,78.560366,Cloudy,Medium,1,Buffet,motorcycle,1,No,Urban,13,evening,5,17,15,17,20,12.1
196,32,4.5,23.416792,85.316842,23.456792,85.356842,Cloudy,High,2,Buffet,motorcycle,1,No,Metropolitian,27,afternoon,5,12,20,12,25,10.2
197,34,4.9,18.520016,73.830547,18.630016,73.940547,Sunny,Low,2,Snack,scooter,1,No,Metropolitian,26,night,10,22,55,23,5,21.5
198,33,3.9,22.722634,75.886959,22.812634,75.976959,Windy,Medium,2,Meal,electric_scooter,1,No,Metropolitian,32,evening,5,17,25,17,30,24.0
199,34,4.5,22.745536,75.893106,22.765536,75.913106,Windy,Low,1,Meal,motorcycle,1,No,Metropolitian,25,morning,10,10,35,10,45,6.9
200,34,4.7,12.304569,76.643622,12.354569,76.693622,Sunny,Jam,0,Drinks,motorcycle,1,No,Metropolitian,29,evening,15,19,50,20,5,12.2
201,26,4.6,21.175104,72.804342,21.245104,72.874342,Cloudy,Jam,1,Buffet,scooter,0,No,Metropolitian,32,evening,5,19,30,19,35,14.6
202,32,5.0,17.450851,78.379347,17.500851,78.429347,Cloudy,Jam,2,Buffet,scooter,1,No,Urban,27,night,15,21,55,22,10,11.6
203,32,4.5,22.526461,88.364453,22.576461,88.414453,Stormy,Medium,0,Meal,motorcycle,1,No,Metropolitian,30,evening,5,17,10,17,15,10.5
204,39,4.1,23.371292,85.327872,23.441292,85.397872,Sunny,Medium,0,Snack,motorcycle,1,No,Metropolitian,32,evening,10,18,40,18,50,16.9
205,36,4.8,18.520016,73.830547,18.530016,73.840547,Stormy,Low,2,Meal,electric_scooter,0,No,Metropolitian,25,morning,5,10,15,10,20,2.9
206,38,3.7,18.520016,73.830547,18.630016,73.940547,Stormy,Jam,1,Meal,motorcycle,1,No,Metropolitian,31,evening,10,20,30,20,40,21.5
207,28,4.7,23.416792,85.316842,23.436792,85.336842,Stormy,High,2,Drinks,scooter,1,No,Metropolitian,28,morning,15,11,40,11,55,6.5
208,34,3.8,18.546258,73.904337,18.656258,74.014337,Stormy,Medium,1,Meal,scooter,0,No,Metropolitian,31,evening,15,18,40,18,55,22.9
209,32,4.9,13.026286,80.275235,13.136286,80.385235,Cloudy,Low,1,Buffet,motorcycle,1,No,Metropolitian,29,night,10,23,15,23,25,20.6
210,22,4.7,26.921411,75.793604,26.981411,75.853604,Windy,Low,1,Buffet,motorcycle,0,No,Urban,17,night,5,23,35,23,40,11.9
211,31,4.0,22.552672,88.352885,22.642672,88.442885,Windy,Medium,0,Drinks,motorcycle,3,Yes,Metropolitian,45,evening,10,17,45,17,55,17.6
212,29,4.9,11.022298,76.998349,11.132298,77.108349,Windy,Jam,1,Drinks,scooter,0,No,Metropolitian,24,evening,10,19,35,19,45,23.5
213,38,4.8,11.008638,76.984311,11.068638,77.044311,Sandstorms,Jam,0,Meal,motorcycle,3,No,Metropolitian,44,night,15,21,40,21,55,15.1
214,35,4.8,21.149669,72.772629,21.199669,72.822629,Cloudy,Jam,2,Snack,motorcycle,2,No,Metropolitian,36,night,15,20,50,21,5,9.9
215,31,4.9,12.972161,77.596014,13.002161,77.626014,Sunny,Jam,0,Meal,motorcycle,0,No,Metropolitian,28,evening,5,20,30,20,35,6.6
216,30,4.3,13.049645,80.242268,13.139645,80.332268,Windy,Medium,1,Drinks,scooter,2,No,Metropolitian,37,evening,5,18,35,18,40,19.2
217,33,4.8,17.430448,78.418213,17.520448,78.508213,Stormy,Low,2,Drinks,motorcycle,0,No,Urban,23,night,15,23,15,23,30,23.3
218,29,4.6,30.372202,78.077151,30.442202,78.147151,Sandstorms,Low,0,Meal,motorcycle,0,No,Metropolitian,22,night,15,23,40,23,55,36.1
219,38,4.6,19.176269,72.836721,19.216269,72.876721,Stormy,High,2,Snack,scooter,1,No,Metropolitian,26,afternoon,10,12,45,12,55,8.6
220,26,4.9,23.351489,85.324253,23.411489,85.384253,Sandstorms,Jam,0,Drinks,motorcycle,1,No,Metropolitian,34,evening,5,20,15,20,20,11.9
221,26,4.7,26.766536,75.837333,26.826536,75.897333,Windy,Low,2,Snack,motorcycle,0,No,Metropolitian,14,night,10,22,45,22,55,13.4
222,35,4.7,22.722634,75.886959,22.762634,75.926959,Cloudy,Medium,2,Meal,motorcycle,1,No,Metropolitian,17,afternoon,5,15,10,15,15,8.6
223,24,2.6,22.307898,73.167788,22.417898,73.277788,Sunny,Low,1,Drinks,motorcycle,1,Yes,Metropolitian,42,night,15,22,35,22,50,21.0
224,33,4.3,19.091458,72.827808,19.201458,72.937808,Cloudy,Medium,1,Meal,motorcycle,1,No,Metropolitian,34,evening,10,17,20,17,30,33.7
225,26,4.6,19.874733,75.353942,19.984733,75.463942,Windy,Medium,1,Buffet,motorcycle,1,No,Metropolitian,25,evening,15,18,35,18,50,24.5
226,37,4.9,26.956431,75.776649,27.046431,75.866649,Fog,Jam,0,Meal,motorcycle,2,No,Metropolitian,48,evening,15,19,10,19,25,25.0
227,31,4.8,11.008638,76.984311,11.138638,77.114311,Stormy,Low,1,Drinks,scooter,0,No,Metropolitian,28,night,5,23,10,23,15,30.6
228,37,4.6,13.022394,80.242439,13.112394,80.332439,Stormy,Medium,1,Buffet,motorcycle,1,No,Urban,26,evening,5,17,45,17,50,20.1
229,26,4.7,19.065838,72.832658,19.175838,72.942658,Sunny,Jam,2,Drinks,scooter,0,No,Urban,16,night,15,21,55,22,10,27.3
230,21,4.4,21.173493,72.801953,21.203493,72.831953,Windy,Low,0,Drinks,motorcycle,0,No,Metropolitian,15,night,15,22,25,22,40,7.8
231,22,4.0,13.029198,77.570997,13.039198,77.580997,Sandstorms,Low,0,Snack,motorcycle,1,No,Urban,28,morning,10,9,45,9,55,2.7
232,38,4.5,13.026279,80.174568,13.036279,80.184568,Windy,Low,1,Meal,motorcycle,1,No,Urban,20,morning,5,10,20,10,25,2.5
233,28,4.0,13.091809,80.219104,13.131809,80.259104,Stormy,High,0,Buffet,motorcycle,1,No,Metropolitian,32,afternoon,15,13,30,13,45,10.4
234,31,4.9,22.308096,73.167753,22.348096,73.207753,Cloudy,High,1,Drinks,motorcycle,1,No,Metropolitian,38,afternoon,15,12,15,12,30,8.6
235,24,4.8,21.183434,72.814492,21.203434,72.834492,Cloudy,Low,2,Snack,scooter,0,No,Metropolitian,14,morning,10,8,45,8,55,5.7
236,26,4.9,18.533811,73.899315,18.623811,73.989315,Sandstorms,Jam,0,Snack,motorcycle,1,No,Metropolitian,30,evening,5,19,35,19,40,22.2
237,20,4.7,11.003681,76.975525,11.053681,77.025525,Cloudy,Jam,1,Snack,scooter,1,No,Metropolitian,29,evening,15,19,10,19,25,11.9
238,29,4.8,21.149669,72.772629,21.279669,72.902629,Windy,Low,1,Buffet,scooter,0,No,Urban,12,night,5,22,50,22,55,26.6
239,32,4.0,12.975377,77.696664,13.045377,77.766664,Windy,Medium,0,Buffet,motorcycle,3,Yes,Urban,49,evening,5,18,45,18,50,18.3
240,20,4.9,22.311358,73.164798,22.421358,73.274798,Fog,Medium,0,Meal,motorcycle,1,No,Metropolitian,42,evening,10,17,25,17,35,21.3
241,34,4.6,15.496162,73.825364,15.536162,73.865364,Sandstorms,High,2,Meal,electric_scooter,1,No,Urban,27,afternoon,5,13,50,13,55,9.9
242,29,5.0,22.569367,88.433187,22.639367,88.503187,Windy,Jam,1,Drinks,motorcycle,1,No,Metropolitian,25,night,15,20,55,21,10,20.2
243,24,4.9,21.170798,72.790489,21.300798,72.920489,Windy,Jam,2,Drinks,motorcycle,1,No,Urban,24,evening,15,19,20,19,35,26.7
244,33,4.4,30.895817,75.813112,30.905817,75.823112,Windy,Low,0,Drinks,motorcycle,1,No,Metropolitian,24,morning,15,9,25,9,40,2.2
245,35,4.7,23.357804,85.325146,23.417804,85.385146,Sandstorms,Jam,1,Meal,motorcycle,1,No,Metropolitian,29,night,10,21,30,21,40,12.4
246,29,4.8,19.120083,72.907385,19.190083,72.977385,Cloudy,Low,1,Drinks,motorcycle,1,No,Metropolitian,23,night,10,23,45,23,55,14.6
247,21,4.9,18.563934,73.915367,18.643935,73.995367,Windy,Low,0,Buffet,motorcycle,1,No,Metropolitian,19,night,5,23,30,23,35,20.8
248,29,4.6,12.906229,77.596791,13.016229,77.706791,Windy,Jam,0,Meal,motorcycle,1,No,Urban,29,night,5,21,45,21,50,22.7
249,22,4.7,12.933298,77.614293,13.023298,77.704293,Sunny,Jam,0,Snack,motorcycle,0,No,Metropolitian,24,evening,15,20,15,20,30,19.8
250,23,4.9,12.337928,76.617889,12.347928,76.627889,Stormy,High,2,Snack,scooter,0,No,Metropolitian,22,morning,15,11,35,11,50,2.6
251,33,4.1,10.994136,76.963303,11.074136,77.043303,Sandstorms,Medium,0,Drinks,motorcycle,1,No,Metropolitian,43,evening,5,18,20,18,25,18.0
252,35,4.6,17.440827,78.393391,17.550827,78.503391,Windy,Medium,2,Meal,scooter,1,No,Metropolitian,26,evening,15,18,15,18,30,40.2
253,21,4.7,11.003681,76.975525,11.033681,77.005525,Windy,Medium,1,Buffet,scooter,0,No,Metropolitian,27,evening,15,17,15,17,30,7.5
254,39,4.4,13.064181,80.236442,13.154181,80.326442,Fog,Low,0,Meal,motorcycle,2,No,Metropolitian,35,night,10,22,15,22,25,19.8
255,34,4.8,13.066762,80.251865,13.116762,80.301865,Windy,Low,2,Drinks,scooter,1,No,Metropolitian,27,night,5,22,45,22,50,11.6
256,29,4.9,21.160437,72.774209,21.200437,72.814209,Cloudy,High,0,Drinks,motorcycle,1,No,Urban,27,afternoon,15,12,10,12,25,7.7
257,20,4.7,19.091458,72.827808,19.111458,72.847808,Fog,Low,1,Buffet,scooter,0,No,Metropolitian,17,morning,5,8,45,8,50,6.5
258,26,5.0,17.410371,78.437225,17.520371,78.547225,Sunny,Medium,0,Drinks,motorcycle,1,No,Metropolitian,18,evening,5,17,25,17,30,22.9
259,39,4.6,23.416792,85.316842,23.446792,85.346842,Sandstorms,Medium,2,Buffet,motorcycle,0,No,Urban,32,evening,15,18,35,18,50,8.8
260,39,5.0,12.906229,77.596791,13.036229,77.726791,Cloudy,Low,0,Meal,motorcycle,1,No,Metropolitian,41,night,5,23,10,23,15,32.5
261,33,4.8,13.049645,80.242268,13.079645,80.272268,Fog,Medium,2,Drinks,scooter,0,No,Metropolitian,16,evening,5,18,35,18,40,7.6
262,33,4.8,17.411028,78.329645,17.541028,78.459645,Fog,Jam,0,Meal,motorcycle,3,No,Metropolitian,48,night,10,21,15,21,25,52.4
263,37,4.7,12.933284,77.615428,13.003284,77.685428,Cloudy,Medium,1,Buffet,motorcycle,0,No,Metropolitian,40,evening,15,17,20,17,35,23.7
264,20,4.6,11.000762,76.981876,11.020762,77.001876,Stormy,Low,1,Drinks,motorcycle,0,No,Urban,11,morning,10,8,20,8,30,5.4
265,27,4.6,11.022298,76.998349,11.042298,77.018349,Sunny,High,2,Buffet,electric_scooter,0,No,Metropolitian,16,morning,10,11,30,11,40,6.0
266,37,4.9,22.310329,73.169083,22.360329,73.219083,Fog,Medium,1,Drinks,scooter,0,No,Urban,15,evening,15,17,25,17,40,15.4
267,25,4.7,11.022169,76.999594,11.082169,77.059594,Fog,Low,1,Snack,motorcycle,0,No,Urban,11,night,10,22,40,22,50,13.5
268,37,4.7,19.875908,75.358888,19.925908,75.408888,Cloudy,Low,0,Meal,motorcycle,1,No,Urban,22,night,10,22,40,22,50,11.0
269,28,4.7,11.003669,76.976494,11.073669,77.046494,Fog,Jam,1,Snack,scooter,1,No,Metropolitian,31,night,15,21,15,21,30,15.5
270,20,4.7,13.022394,80.242439,13.072394,80.292439,Stormy,Low,2,Drinks,scooter,1,No,Metropolitian,16,night,5,23,35,23,40,12.3
271,34,4.8,21.186884,72.793616,21.196884,72.803616,Cloudy,Low,2,Buffet,electric_scooter,1,No,Metropolitian,18,morning,5,8,45,8,50,1.7
272,25,4.8,22.307898,73.167788,22.417898,73.277788,Windy,Medium,1,Drinks,scooter,0,No,Metropolitian,26,evening,15,18,25,18,40,21.0
273,38,5.0,19.875522,75.367127,19.925522,75.417127,Sandstorms,Jam,1,Meal,scooter,1,No,Metropolitian,34,night,15,21,20,21,35,11.8
274,34,3.5,26.892312,75.806896,26.972313,75.886896,Windy,Medium,2,Snack,motorcycle,1,No,Metropolitian,32,evening,5,17,35,17,40,16.0
275,24,4.9,22.310237,73.158921,22.420237,73.268921,Windy,Jam,1,Drinks,motorcycle,0,No,Metropolitian,22,evening,5,19,30,19,35,20.7
276,33,4.6,23.359033,85.325347,23.449033,85.415347,Windy,Jam,0,Snack,motorcycle,2,Yes,Urban,50,night,10,21,15,21,25,16.7
277,25,4.6,22.538731,88.364878,22.598731,88.424878,Stormy,Medium,0,Drinks,motorcycle,0,No,Metropolitian,23,evening,10,17,40,17,50,13.1
278,23,4.9,22.311603,73.165012,22.351603,73.205012,Windy,High,0,Buffet,motorcycle,1,No,Metropolitian,19,afternoon,5,14,40,14,45,9.4
279,34,4.9,30.895204,75.822103,30.945204,75.872103,Stormy,Low,1,Snack,motorcycle,1,No,Metropolitian,25,night,15,22,40,22,55,11.3
280,25,4.7,17.428294,78.404423,17.498294,78.474423,Fog,Medium,2,Snack,scooter,1,No,Metropolitian,37,evening,5,18,50,18,55,22.1
281,28,4.9,25.450329,81.834279,25.540329,81.924279,Sandstorms,Low,2,Drinks,electric_scooter,0,No,Metropolitian,10,night,5,22,15,22,20,18.3
282,34,3.7,18.546947,73.900626,18.656947,74.010626,Stormy,Jam,1,Buffet,scooter,1,No,Metropolitian,34,night,10,21,30,21,40,23.5
283,24,4.5,26.956431,75.776649,27.066431,75.886649,Stormy,Low,1,Meal,scooter,1,No,Metropolitian,14,night,10,23,30,23,40,34.2
284,32,4.8,30.340722,78.060221,30.430722,78.150221,Sunny,Medium,1,Buffet,motorcycle,0,No,Metropolitian,17,evening,15,17,30,17,45,41.0
285,33,4.8,22.651847,75.881991,22.681847,75.911991,Stormy,Low,2,Buffet,electric_scooter,1,No,Metropolitian,28,night,10,23,15,23,25,9.5
286,24,4.6,10.994136,76.963303,11.084136,77.053303,Sandstorms,Low,0,Snack,motorcycle,1,No,Metropolitian,16,night,5,23,20,23,25,19.5
287,36,5.0,19.874733,75.353942,19.954733,75.433942,Sandstorms,Jam,0,Meal,motorcycle,2,No,Metropolitian,43,evening,5,19,35,19,40,16.8
288,22,4.7,22.311603,73.165012,22.401603,73.255012,Fog,Medium,0,Snack,motorcycle,3,No,Metropolitian,44,evening,5,17,45,17,50,19.6
289,33,4.7,12.972532,77.608179,12.992532,77.628179,Fog,Low,2,Drinks,scooter,1,No,Metropolitian,18,morning,5,8,30,8,35,5.5
290,27,4.1,23.359033,85.325347,23.379033,85.345347,Stormy,Low,0,Drinks,motorcycle,0,No,Metropolitian,16,morning,5,10,20,10,25,4.3
291,30,4.2,21.173493,72.801953,21.243493,72.871953,Cloudy,Jam,1,Buffet,motorcycle,1,No,Metropolitian,46,evening,5,19,50,19,55,14.9
292,20,4.9,11.003669,76.976494,11.073669,77.046494,Stormy,Medium,1,Drinks,scooter,1,No,Urban,17,evening,5,17,25,17,30,19.1
293,31,4.4,12.972161,77.596014,13.042161,77.666014,Sandstorms,Jam,0,Buffet,motorcycle,1,No,Metropolitian,44,evening,5,20,25,20,30,19.3
294,39,4.9,26.892312,75.806896,26.972313,75.886896,Windy,Jam,0,Snack,motorcycle,2,No,Urban,43,night,10,21,15,21,25,16.0
295,32,4.7,17.424114,78.347554,17.534114,78.457554,Fog,Low,0,Meal,motorcycle,1,No,Metropolitian,41,night,15,22,50,23,5,25.7
296,30,3.8,21.170096,72.789122,21.250096,72.869122,Windy,Jam,2,Buffet,scooter,1,Yes,Metropolitian,40,evening,10,20,25,20,35,16.6
297,26,4.7,22.760072,75.892574,22.780072,75.912574,Windy,Low,2,Meal,scooter,0,No,Urban,16,morning,5,8,20,8,25,5.4
298,21,4.9,21.157735,72.768778,21.167735,72.778778,Stormy,High,2,Buffet,motorcycle,0,No,Urban,13,morning,10,11,25,11,35,2.4
299,23,4.6,11.000762,76.981876,11.030762,77.011876,Stormy,Medium,2,Drinks,scooter,1,No,Metropolitian,29,evening,15,18,30,18,45,7.4
300,22,4.9,21.186884,72.793616,21.206884,72.813616,Sandstorms,High,1,Meal,motorcycle,1,No,Metropolitian,24,morning,10,11,10,11,20,3.1
301,39,4.5,21.157729,72.768726,21.187729,72.798726,Cloudy,Medium,2,Drinks,motorcycle,1,No,Metropolitian,16,evening,10,18,25,18,35,8.3
302,32,4.1,13.086438,80.220672,13.136439,80.270672,Stormy,Jam,1,Drinks,scooter,1,No,Metropolitian,34,evening,5,20,40,20,45,12.0
303,30,5.0,21.157729,72.768726,21.197729,72.808726,Fog,High,1,Snack,motorcycle,1,No,Metropolitian,28,afternoon,15,14,50,15,5,8.5
304,26,4.7,11.008638,76.984311,11.098638,77.074311,Stormy,Low,2,Snack,scooter,0,No,Metropolitian,14,night,15,22,20,22,35,19.7
305,30,4.6,11.022477,76.995667,11.062477,77.035667,Windy,High,2,Snack,motorcycle,1,No,Urban,30,afternoon,5,14,25,14,30,9.0
306,31,4.3,27.160934,78.044095,27.180934,78.064095,Windy,Low,0,Drinks,motorcycle,1,No,Metropolitian,25,morning,15,9,30,9,45,7.0
307,33,4.8,22.725748,75.898497,22.805747,75.978497,Sunny,Low,1,Buffet,motorcycle,0,No,Metropolitian,28,night,10,23,35,23,45,19.6
308,39,3.5,12.975377,77.696664,13.055377,77.776664,Cloudy,Low,2,Meal,motorcycle,0,No,Urban,32,night,5,22,15,22,20,21.2
309,31,4.0,17.422819,78.449578,17.502819,78.529578,Cloudy,Jam,1,Snack,scooter,0,No,Metropolitian,42,night,15,21,25,21,40,19.8
310,27,4.9,22.526461,88.364453,22.616461,88.454453,Sandstorms,Jam,2,Drinks,motorcycle,1,No,Metropolitian,25,night,10,21,25,21,35,22.5
311,35,4.5,27.163303,78.057044,27.293303,78.187044,Windy,Low,0,Meal,motorcycle,1,No,Metropolitian,22,night,5,22,45,22,50,31.3
312,37,4.8,11.026117,76.944652,11.106117,77.024652,Stormy,Low,2,Buffet,scooter,1,No,Metropolitian,16,night,5,22,25,22,30,16.9
313,34,4.9,26.910262,75.783013,26.940262,75.813013,Sunny,Jam,0,Meal,motorcycle,1,No,Metropolitian,25,evening,5,20,20,20,25,6.3
314,29,4.7,22.727021,75.884167,22.777021,75.934167,Sunny,Medium,0,Snack,motorcycle,1,No,Metropolitian,20,evening,10,18,20,18,30,11.1
315,34,4.9,19.875522,75.367127,19.925522,75.417127,Fog,Low,1,Snack,motorcycle,1,No,Metropolitian,19,night,15,23,15,23,30,11.8
316,21,4.7,18.593481,73.785901,18.623481,73.815901,Stormy,Jam,2,Buffet,scooter,1,No,Metropolitian,11,evening,5,19,10,19,15,7.2
317,20,4.7,26.914142,75.805704,27.024142,75.915704,Stormy,Low,2,Snack,electric_scooter,0,No,Metropolitian,12,night,5,22,35,22,40,24.0
318,24,4.1,19.103249,72.846749,19.233249,72.976749,Cloudy,Jam,2,Buffet,electric_scooter,1,No,Metropolitian,39,evening,15,20,35,20,50,38.6
319,25,4.5,12.939496,77.625999,12.979496,77.665999,Windy,High,1,Snack,scooter,1,No,Urban,16,afternoon,5,14,25,14,30,10.0
320,22,4.8,19.055831,72.833984,19.085831,72.863984,Cloudy,Low,2,Drinks,scooter,1,No,Urban,17,night,5,22,30,22,35,7.7
321,38,4.7,23.416792,85.316842,23.506792,85.406842,Windy,Medium,1,Meal,motorcycle,0,No,Urban,24,evening,10,18,30,18,40,20.0
322,29,4.3,12.934365,77.616155,12.974365,77.656155,Cloudy,High,1,Meal,scooter,1,No,Urban,33,afternoon,15,12,25,12,40,10.6
323,24,4.8,12.906229,77.596791,13.016229,77.706791,Sandstorms,Medium,1,Snack,scooter,1,No,Urban,29,evening,15,18,55,19,10,23.1
324,36,4.8,30.359722,78.067079,30.499722,78.207079,Fog,Medium,0,Buffet,motorcycle,1,No,Metropolitian,42,evening,15,17,40,17,55,74.0
325,31,4.7,26.956431,75.776649,27.006431,75.826649,Windy,Low,2,Buffet,electric_scooter,1,No,Metropolitian,28,night,5,22,30,22,35,10.6
326,20,4.8,12.334022,76.618203,12.364022,76.648203,Fog,Jam,1,Snack,scooter,1,No,Metropolitian,25,evening,10,20,20,20,30,9.1
327,25,4.6,23.214294,77.435361,23.264294,77.485361,Sunny,Medium,1,Snack,scooter,0,No,Metropolitian,16,evening,5,18,20,18,25,13.2
328,21,4.7,12.326356,76.619103,12.436356,76.729103,Cloudy,Medium,0,Snack,motorcycle,0,No,Metropolitian,35,evening,15,18,50,19,5,41.3
329,32,4.7,22.725835,75.887648,22.765835,75.927648,Stormy,Medium,2,Drinks,scooter,1,No,Metropolitian,25,afternoon,5,16,10,16,15,8.5
330,36,4.9,23.359194,85.325447,23.489194,85.455447,Sunny,Jam,1,Drinks,motorcycle,1,No,Metropolitian,15,evening,5,20,30,20,35,26.9
331,38,4.8,11.006686,76.951736,11.076686,77.021736,Cloudy,Jam,1,Snack,motorcycle,3,No,Metropolitian,49,evening,5,20,25,20,30,14.1
332,34,4.3,12.934179,77.615797,13.044179,77.725797,Sandstorms,Medium,0,Snack,motorcycle,1,No,Metropolitian,35,evening,10,18,15,18,25,22.5
333,32,3.6,12.311072,76.654878,12.441072,76.784878,Stormy,Jam,2,Meal,scooter,1,No,Urban,39,evening,5,20,25,20,30,27.3
334,22,4.6,12.334022,76.618203,12.414022,76.698203,Sunny,Jam,2,Buffet,motorcycle,1,No,Metropolitian,11,evening,15,19,25,19,40,18.3
335,34,3.9,12.323225,76.630028,12.403225,76.710028,Cloudy,Low,2,Drinks,electric_scooter,1,No,Metropolitian,33,night,10,22,20,22,30,19.7
336,39,4.8,23.371292,85.327872,23.501292,85.457872,Cloudy,Jam,0,Meal,motorcycle,1,No,Metropolitian,47,night,5,21,35,21,40,26.0
337,21,5.0,26.766536,75.837333,26.846536,75.917333,Cloudy,Low,1,Buffet,motorcycle,0,No,Metropolitian,25,night,10,23,10,23,20,27.7
338,28,4.9,13.086438,80.220672,13.166438,80.300672,Windy,Medium,1,Meal,motorcycle,1,No,Metropolitian,15,evening,10,18,40,18,50,18.6
339,21,4.7,12.970221,77.645396,13.100221,77.775396,Sandstorms,Jam,1,Meal,motorcycle,0,No,Metropolitian,29,evening,10,19,35,19,45,23.9
340,30,4.6,22.753659,75.903365,22.773659,75.923365,Fog,High,2,Snack,electric_scooter,1,No,Urban,30,afternoon,15,11,50,12,5,4.0
341,36,5.0,11.003669,76.976494,11.063669,77.036494,Fog,Low,2,Drinks,scooter,1,No,Urban,16,night,10,22,45,22,55,12.3
342,25,4.5,18.636215,73.751081,18.646215,73.761081,Cloudy,Low,0,Meal,motorcycle,0,No,Urban,24,morning,10,8,20,8,30,5.1
343,38,4.3,12.933298,77.614293,13.043298,77.724293,Sunny,Jam,2,Snack,scooter,0,No,Metropolitian,31,evening,15,19,25,19,40,23.0
344,24,5.0,19.120083,72.907385,19.160083,72.947385,Sunny,High,2,Drinks,scooter,0,No,Urban,12,afternoon,15,13,40,13,55,9.6
345,31,4.7,22.311603,73.165012,22.391603,73.245012,Sunny,Medium,2,Snack,electric_scooter,1,No,Metropolitian,29,evening,5,18,40,18,45,19.3
346,23,4.8,12.979166,77.640709,12.999166,77.660709,Fog,Low,1,Buffet,motorcycle,1,No,Urban,11,morning,10,10,35,10,45,10.1
347,25,4.7,12.933298,77.614293,13.063298,77.744293,Sandstorms,Medium,2,Meal,scooter,1,No,Urban,23,evening,5,17,50,17,55,31.8
348,38,4.5,22.722634,75.886959,22.732634,75.896959,Windy,Low,2,Drinks,electric_scooter,0,No,Metropolitian,24,morning,5,8,15,8,20,2.6
349,32,4.8,11.025083,77.015393,11.105083,77.095393,Sunny,Medium,0,Drinks,motorcycle,0,No,Urban,26,evening,10,17,10,17,20,17.0
350,35,4.1,12.310972,76.659264,12.420972,76.769264,Sandstorms,Medium,0,Buffet,motorcycle,1,No,Metropolitian,46,evening,15,17,20,17,35,29.9
